        # step       J       T       B             H             M           chi
       3962900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3963000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3963100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3963200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3963300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3963400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3963500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3963600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3963700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3963800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3963900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3964000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3964100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3964200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3964300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3964400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3964500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3964600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3964700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3964800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3964900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3965000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3965100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3965200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3965300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3965400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3965500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3965600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3965700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3965800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3965900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3966000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3966100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3966200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3966300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3966400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3966500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3966600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3966700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3966800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3966900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3967000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3967100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3967200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3967300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3967400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3967500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3967600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3967700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3967800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3967900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3968000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3968100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3968200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3968300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3968400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3968500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3968600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3968700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3968800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3968900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3969000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3969100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3969200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3969300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3969400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3969500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3969600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3969700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3969800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3969900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3970000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3970100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3970200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3970300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3970400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3970500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3970600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3970700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3970800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3970900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3971000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3971100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3971200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3971300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3971400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3971500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3971600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3971700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3971800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3971900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3972000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3972100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3972200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3972300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3972400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3972500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3972600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3972700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3972800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3972900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3973000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3973100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3973200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3973300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3973400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3973500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3973600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3973700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3973800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3973900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3974000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3974100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3974200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3974300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3974400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3974500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3974600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3974700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3974800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3974900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3975000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3975100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3975200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3975300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3975400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3975500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3975600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3975700     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       3975800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3975900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3976000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3976100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
